# tracer: nop
#
# entries-in-buffer/entries-written: 8439/8439   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-6581  [010] .... 152069.378796: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-6582  [006] .... 152069.387896: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [010] d... 152069.387921: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [010] d... 152069.388010: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [010] d... 152069.388099: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [010] d... 152069.388152: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [002] d... 152069.388202: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [006] d... 152069.388238: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 152069.388282: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [002] d... 152069.388282: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 152069.388351: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 152069.388370: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 152069.388406: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 152069.388415: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-6582  [003] .... 152069.388535: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388555: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388567: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388579: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388591: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388603: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388615: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388626: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388639: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388658: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388670: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388682: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388694: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388706: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388718: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388730: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388741: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388753: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388765: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388776: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388788: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388799: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388811: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388822: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388833: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388845: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388857: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388882: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388894: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388906: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388918: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388931: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388943: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388955: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388966: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388978: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.388989: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389001: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389012: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389024: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389035: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389046: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389058: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389069: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389081: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389092: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389104: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389115: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389126: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389138: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389149: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389161: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389172: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389183: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389195: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389206: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389217: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389229: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389240: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389252: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389263: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389274: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389286: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389299: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389311: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389325: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389338: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389350: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389362: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389374: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389386: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389398: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389410: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389422: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389433: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389445: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389457: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389469: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389492: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389506: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389518: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389531: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389543: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389555: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389567: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389580: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389592: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389604: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389616: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389628: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389640: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389652: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389666: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389678: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389690: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389702: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389714: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389726: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389737: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389749: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389761: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389773: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389785: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389797: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389809: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389821: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389833: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389844: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389857: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389882: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389894: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389907: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389918: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389930: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389943: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389955: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389967: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389979: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.389991: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390003: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390015: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390027: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390039: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390051: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390063: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390075: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390087: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390099: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390111: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390123: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390135: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390147: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390159: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390172: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390184: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390196: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390208: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390220: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390232: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390244: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390256: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390268: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390281: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390293: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390305: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390317: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390329: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390341: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390353: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390365: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390377: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390389: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390401: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390413: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390425: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390437: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390449: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390461: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390474: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390496: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390811: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390825: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390838: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390850: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390862: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390874: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390886: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390898: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390910: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390923: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390936: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390948: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390960: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390972: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390983: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.390995: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391007: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391019: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391031: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391042: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391054: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391078: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391089: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391101: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391113: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391125: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391136: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391148: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391160: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391172: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391183: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391195: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391207: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391219: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391231: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391243: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391254: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391266: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391278: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391291: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391303: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391314: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391326: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391338: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391350: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391361: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391374: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391386: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391398: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391409: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391421: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391433: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391445: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391456: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391468: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391490: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391504: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391516: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391529: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391541: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391553: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391565: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391577: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391589: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391601: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391613: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391626: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391638: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-6582  [003] .... 152069.391649: tlb_flush: pages:1 reason:local mm shootdown (3)
