# tracer: nop
#
# entries-in-buffer/entries-written: 12028/12028   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-4642  [001] .... 147627.335747: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-4643  [002] .... 147627.391147: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391158: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391194: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391206: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391217: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391229: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391241: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391252: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391264: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391275: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391287: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391298: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391310: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391322: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391332: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391343: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391354: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391365: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391376: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391387: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391398: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391409: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391421: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391431: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391442: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391453: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391464: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391475: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391486: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391496: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391507: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391518: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391529: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391539: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391550: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391561: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391571: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391582: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391593: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391605: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391615: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391627: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391637: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391648: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391661: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391672: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391683: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391694: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391706: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391717: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391728: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391739: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391750: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391761: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391772: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391783: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391794: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391806: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391817: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391828: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391839: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391850: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391861: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391873: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391884: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391896: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391907: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391918: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391929: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391940: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391951: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391962: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391973: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391984: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.391996: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392007: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392018: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392029: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392040: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392052: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392063: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392074: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392085: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392096: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392107: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392118: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392129: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392140: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392151: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392172: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392186: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392198: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392499: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392512: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392523: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392535: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392547: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392558: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392569: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392581: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392592: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392604: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392615: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392626: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392638: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392649: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392660: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392671: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392682: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392694: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392705: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392716: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392727: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392742: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392753: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392764: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392775: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392786: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392797: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392810: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392821: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392833: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392844: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392856: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392867: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392878: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392889: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392900: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392912: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392923: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392934: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392945: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392956: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392967: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392978: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.392989: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393000: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393011: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393022: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393033: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393044: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393055: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393077: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393099: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393110: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393121: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393132: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393144: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393155: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393174: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393186: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393198: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393210: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393221: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393233: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393244: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393256: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393267: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393279: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393290: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393301: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393313: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393324: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393335: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393346: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393358: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393369: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393380: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393391: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393403: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393414: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393425: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393437: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393449: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393460: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393471: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393483: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393494: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393505: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393517: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393528: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393539: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-4643  [002] .... 147627.393551: tlb_flush: pages:1 reason:local mm shootdown (3)
